"key","value"
409,1367
"p",1
"s",0.8028064992614475
"n",0.8778926637124569
"t",0.7602166420482521
"f",1
"c",0.8552437223042836
"k",0.6469719350073855
"e",0.9645494830132939
"w",0.9763663220088626
"o",0.9217134416543574
"b",0.9470704086656819
"b-c",0.802191038897095
"c-e",0.8196701132447071
"c-f",0.855120630231413
"c-n",0.73301329394387
"c-o",0.8122845888724766
"c-p",0.855120630231413
"c-s",0.6667897587395372
"c-t",0.6184145741014279
"c-w",0.8316100443131462
"b-e",0.9114967996061054
"b-f",0.9469473165928114
"b-k",0.6166912850812407
"b-n",0.8248399803052684
"b-o",0.8686607582471689
"b-p",0.9469473165928114
"b-s",0.7534465780403742
"b-t",0.7287050713934022
"b-w",0.9234367306745446
"e-f",0.9644263909404235
"e-k",0.6469719350073855
"e-n",0.8777695716395865
"e-o",0.8861398325947809
"e-p",0.9644263909404235
"e-s",0.767232890201871
"e-t",0.724766125061546
"e-w",0.9409158050221565
"f-k",0.6469719350073855
"f-n",0.8777695716395865
"f-o",0.921590349581487
"f-p",0.9998769079271295
"f-s",0.802683407188577
"f-t",0.7602166420482521
"f-w",0.9763663220088626
"k-o",0.604628261939931
"k-p",0.6469719350073855
"k-w",0.6410635155096012
"n-o",0.7994830132939439
"n-p",0.8777695716395865
"n-s",0.7514771048744461
"n-t",0.7090103397341211
"n-w",0.8542589857213195
"o-p",0.921590349581487
"o-s",0.732028557360906
"o-t",0.6863613983259478
"o-w",0.8980797636632201
"p-s",0.802683407188577
"p-t",0.7602166420482521
"p-w",0.9763663220088626
"s-t",0.7333825701624815
"s-w",0.7791728212703102
"t-w",0.7602166420482521
"b-c-e",0.766740521910389
"b-c-f",0.802191038897095
"b-c-n",0.680083702609552
"b-c-o",0.7593549975381585
"b-c-p",0.802191038897095
"b-c-s",0.6175529295913343
"b-c-w",0.7786804529788282
"c-e-f",0.8196701132447071
"c-e-n",0.73301329394387
"c-e-o",0.7768340718857706
"c-e-p",0.8196701132447071
"c-e-s",0.6313392417528311
"c-e-w",0.7961595273264401
"c-f-n",0.73301329394387
"c-f-o",0.8122845888724766
"c-f-p",0.855120630231413
"c-f-s",0.6667897587395372
"c-f-t",0.6184145741014279
"c-f-w",0.8316100443131462
"c-n-o",0.6901772525849336
"c-n-p",0.73301329394387
"c-n-s",0.6155834564254062
"c-n-w",0.7095027080256031
"c-o-p",0.8122845888724766
"c-o-s",0.629369768586903
"c-o-w",0.7887740029542097
"c-p-s",0.6667897587395372
"c-p-t",0.6184145741014279
"c-p-w",0.8316100443131462
"c-s-w",0.6432791728212703
"c-t-w",0.6184145741014279
"b-e-f",0.9114967996061054
"b-e-k",0.6166912850812407
"b-e-n",0.8248399803052684
"b-e-o",0.8332102412604628
"b-e-p",0.9114967996061054
"b-e-s",0.7179960610536681
"b-e-t",0.6932545544066963
"b-e-w",0.8879862136878385
"b-f-k",0.6166912850812407
"b-f-n",0.8248399803052684
"b-f-o",0.8686607582471689
"b-f-p",0.9469473165928114
"b-f-s",0.7534465780403742
